,Asosa [GWh],Awasa [GWh],BahirDar [GWh],DireDawa [GWh],Gambela [GWh],Goba [GWh],Gondar [GWh],Harar [GWh],Jijiga [GWh],Jimma [GWh],Mekelle [GWh],Semera [GWh],AddisAbaba [GWh]
6/2/18,0.094770391,0.367736493,0.240099111,0.058675919,0.148845653,0.243880219,0.133336038,0.07318541,0.0993426,0.373994498,0.125388927,0.123696223,0.234218285
6/3/18,0.12192014,0.362245789,0.095889344,0.068755619,0.119211054,0.124685398,0.047048381,0.0943722,0.0993426,0.182599738,0.18029905,0.128996007,0.3322211
6/4/18,0.051312149,0.333623751,0.440265051,0.0727248,0.056881666,0.268234907,0.047688298,0.0943722,0.099342557,0.095774532,0.1873056,0.1306692,0.84885121
6/5/18,0.222022355,0.665587679,0.460861708,0.068815543,0.160280221,0.182955116,0.15762243,0.0943722,0.0993426,0.459413711,0.1873056,0.1306692,0.598485193
6/6/18,0.099026649,1.073290726,0.496784531,0.0727248,0.120219559,0.271786476,0.160785751,0.0943722,0.0993426,0.426470505,0.184135659,0.1306692,0.998810004
6/7/18,0.122063948,0.89112703,0.785059386,0.0727248,0.092774754,0.226784932,0.156553656,0.0943722,0.0993426,0.495322909,0.171689562,0.128500771,1.048941573
6/8/18,0.119733232,1.012525355,0.111247933,0.072706289,0.286530088,0.244013063,0.160715369,0.0943722,0.0993426,0.68705012,0.177566195,0.129426483,0.668431515
6/9/18,0.065657257,0.790041112,0.044786333,0.010661395,0.217260333,0.174647358,0.01182039,0.011582106,0.053717744,0.236305102,0.160564728,0.117259688,0.239506722
6/10/18,0.010973687,0.463356871,0.059702632,0.042733697,0.029207074,0.234153034,0.011448471,0.078234154,0.094779588,0.464868735,0.12047093,0.110958551,0.436034403
6/11/18,0.074366346,0.837999834,0.299963955,0.070822814,0.30261968,0.204346984,0.049492009,0.0943722,0.0993426,0.600788414,0.116437206,0.100881608,0.911895107
6/12/18,0.051541342,0.905519629,0.021134879,0.004384973,0.013880278,0.168731319,0.008000431,0.000467176,0.028966282,0.268851779,0.060904995,0.064209196,0.095574042
6/13/18,0.031808297,0.866236455,0.079679676,0.064162557,0.162874527,0.120803423,0.040909898,0.0943722,0.0993426,0.413205077,0.075552892,0.088687914,0.37336579
6/14/18,0.080763124,0.529377788,0.599519501,0.030891494,0.147216699,0.035875139,0.159362417,0.076588909,0.073488662,0.38417612,0.14762234,0.044834734,0.295633142
6/15/18,0.035317772,0.602411961,0.029070875,0.05564219,0.016958006,0.249415652,0.023728597,0.064077108,0.099342313,0.383208916,0.162525153,0.059145577,0.606891307
6/16/18,0.166546752,0.455748288,0.551115326,0.058675195,0.225762482,0.140227521,0.142945964,0.041156354,0.097107951,0.187501502,0.186897808,0.1306692,0.723425506
6/17/18,0.123944028,0.871172196,0.475918525,0.072127514,0.033654929,0.221816086,0.1193081,0.079578995,0.097354702,0.236267165,0.169969395,0.1306692,0.621248012
6/18/18,0.03012228,1.11206688,0.497995964,0.071417316,0.042557416,0.274991842,0.119209234,0.0943722,0.09933847,0.320119077,0.178780778,0.1306692,0.988323863
6/19/18,0.06781319,1.030531303,0.338312795,0.023127636,0.160770987,0.249816759,0.070973668,0.06105073,0.0993426,0.245482583,0.182666096,0.1306692,0.803626344
6/20/18,0.09205133,1.162559938,0.784103592,0.072171146,0.329134995,0.2790618,0.137813373,0.089997,0.092917657,0.687466917,0.17154403,0.123680129,1.061129647
6/21/18,0.057049892,1.154880377,0.711357333,0.049337828,0.171567724,0.278916907,0.146591588,0.074090839,0.077065406,0.753878744,0.155551729,0.129569056,1.184279295
6/22/18,0.087669094,0.94050386,0.473639403,0.0727248,0.040967142,0.279060948,0.086226254,0.088224132,0.0993426,0.414650647,0.147007406,0.1306692,0.860412789
6/23/18,0.001376449,0.855242442,0.244372507,0.010232774,0.035565093,0.041259334,0.08498772,0.000824874,0.024552835,0.205689663,0.130077981,0.126830633,0.526472938
6/24/18,0.127565276,0.896054341,0.484335156,0.072556712,0.179378703,0.133114334,0.13272566,0.0943722,0.0993426,0.291159778,0.122977015,0.129890978,0.770810872
6/25/18,0.157566589,0.342634347,0.584502366,0.00278205,0.072133331,0.046247476,0.072020526,0,0.026660069,0.170601989,0.124059617,0.049765477,0.279630197
6/26/18,0.03677362,0.696596732,0.299857233,0.045125186,0.081557121,0.165705675,0.121960334,0.032352863,0.087962745,0.190375291,0.122923867,0.101018017,0.250766124
6/27/18,0.04858543,0.987985367,0.445336914,0.024862698,0.207561973,0.217642429,0.055869435,0.029297215,0.064953185,0.499338452,0.082821846,0.130305732,0.523096195
6/28/18,0.063693416,0.38699343,0.145674711,0.043427223,0.001519087,0.141272878,0.062040629,0.074703709,0.04388889,0.08916192,0.122463171,0.124523708,0.177566163
6/29/18,0.031595428,0.481807335,0.181783792,0.003071408,0.077495668,0.062526397,0.015298895,0.02690405,0.097329379,0.594576053,0.149577698,0.08208195,0.40141017
6/30/18,0.063008184,0.673372706,0.476371897,0.072705033,0.04270554,0.191665494,0.025354534,0.0943722,0.099302449,0.462858111,0.087418346,0.10828225,0.886321919
7/1/18,0.024648439,0.91889725,0.42660701,0.012472873,0.093597661,0.193129628,0.074827084,0.021976493,0.019396023,0.427217282,0.089106127,0.060889391,0.152564362
7/2/18,0.175728203,1.062197677,0.040924657,0.071882232,0.319961879,0.226755553,0.042729373,0.085702176,0.099341461,0.433462344,0.097791458,0.089070893,0.842010694
7/3/18,0.058428215,0.775617091,0.122432281,0.070516443,0.170515193,0.251323173,0.028323799,0.0943722,0.0993426,0.580259286,0.091576882,0.026210402,1.025349545
7/4/18,0.006801524,1.111848198,0.019863267,0.070813377,0.070676324,0.254908209,0.008669238,0.069362193,0.099342376,0.543273116,0.077878914,0.092049606,0.468584784
7/5/18,0,0.801407683,0.001096519,0.069914271,0.104555057,0.25810027,1.61E-05,0.0943722,0.0993426,0.555733009,0.03020134,0.009027733,0.44494345
7/6/18,0,0.868752822,0.00047592,0.06995579,0.032961906,0.147839212,7.88E-05,0.092641793,0.099214387,0.384922302,0.033325398,0.009151849,0.361057433
7/7/18,0.159358213,0.779324709,0.035496614,0.003883134,0.290268256,0.215560912,0.001116467,0.04861524,0.0054069,0.602832718,0.058646018,0.041633497,0.23871909
7/8/18,0.02781791,0.642439443,0.060419232,0.048370576,0.030418499,0.101637359,0.006851844,0.061225417,0.089123408,0.379290536,0.078981049,0.068650622,0.272294944
7/9/18,0.012021864,1.01336491,0.120064735,0.049702478,0.114609253,0.270993054,0.112534048,0.073668299,0.099295019,0.388752886,0.115032192,0.087754937,0.543872531
7/10/18,0.010583193,1.033058059,0.033949508,0.013586178,0.097884853,0.158415086,0.010714289,0.074785783,0.099208851,0.194678343,0.138358426,0.011150247,0.274561122
7/11/18,0.158573094,0.723302626,0.112052883,0.072486543,0.016997049,0.198867818,0.003785523,0.066631487,0.099322322,0.180664732,0.06884738,0.017453851,0.375669181
7/12/18,0.069635927,0.699406334,0.206457304,0.031725355,0.232299097,0.136126971,0.01461775,0.063124763,0.090228965,0.387173791,0.04224213,0.016125778,0.420781982
7/13/18,0.234634124,0.900311388,0.244972838,0.015384517,0.200358605,0.251740524,0.035792103,0.09095241,0.08982227,0.457226132,0.066084864,0.041722193,0.348400489
7/14/18,0.015734988,0.462779384,0.191816965,0.0727248,0.043543483,0.196545394,0.06012861,0.0943722,0.0993426,0.254021881,0.092306331,0.125703068,0.572381822
7/15/18,0.002068762,0.91967907,0.075540715,0.0727248,0.025370277,0.195154537,0.019854174,0.0943722,0.0993426,0.364184158,0.134733112,0.117318754,0.713330105
7/16/18,0.079899746,0.983097995,0.154392922,0.024770149,0.182680636,0.087901773,0.007118171,0.075646224,0.095562046,0.523045101,0.057017245,0.040241845,0.13501715
7/17/18,0.041653448,0.756301865,0.297957078,0.032381353,0.155407836,0.265302211,0.019952873,0.092070639,0.0993426,0.221817682,0.078383209,0.017726572,0.109723743
7/18/18,0.254727656,0.632414551,0.882493464,0.06514335,0.32956265,0.189746136,0.144504217,0.09333125,0.0993426,0.721594732,0.150755899,0.099372958,1.042449602
7/19/18,0.056899756,1.068173091,0.516595324,0.052110606,0.1813717,0.27862729,0.161157884,0.08941534,0.089166843,0.461058717,0.181734338,0.129914599,0.715654062
7/20/18,0.064985481,1.12486893,0.277920664,0.072449532,0.083681855,0.265555614,0.139905407,0.0943722,0.0993426,0.60713843,0.069845172,0.003440515,0.726170518
7/21/18,0.219749386,1.098766325,0.655092384,0.064813337,0.193507487,0.275790991,0.044980489,0.051255925,0.099341248,0.536827171,0.167210747,0.014207534,0.324080737
7/22/18,0.175330289,1.167383869,0.415924244,0.0727248,0.245229818,0.278726412,0.066057699,0.0943722,0.0993426,0.693821064,0.139454536,0.111995669,1.016780527
7/23/18,0.229728932,1.141865436,0.50437553,0.071484169,0.259429921,0.279036594,0.021321065,0.0943722,0.0993426,0.75790425,1.55E-06,0.04260702,0.962678803
7/24/18,0.081169703,1.010466447,0.641034195,0.067488281,0.144632526,0.25772207,0.149223885,0.094367995,0.0993426,0.686206094,0.091930345,0.010994674,0.919537966
7/25/18,0.179032181,1.120878508,0.372738444,0.028308399,0.196514738,0.271032715,0.06277038,0.08318822,0.093034108,0.464408891,0.153469807,0.013306409,0.362604509
7/26/18,0.228455825,0.956286464,0.376640559,0.055865981,0.325878173,0.18616672,0.119978184,0.091985547,0.083815241,0.734726422,0.085187199,0.004285114,1.065099376
7/27/18,0.161732731,1.167637549,0.275345837,0.022032111,0.173843429,0.2790618,0.009757212,0.008100754,0.020251089,0.64645422,0.113229796,0.011786325,0.716889934
7/28/18,0.158435928,1.010597673,0.121619007,0.033115972,0.209021253,0.201728131,0.001981815,0.078848317,0.008187762,0.313846297,0.096267917,0.000745101,0.307929215
7/29/18,0.230875071,0.920611275,0.814471503,0.068563533,0.262726511,0.229351754,0.065181691,0.0943722,0.038564844,0.581872571,0.005994484,0.00265947,0.789545247
7/30/18,0.108051508,0.846370353,0.371903104,0.058948217,0.135294717,0.248086853,0.152647986,0.047907879,0.013934603,0.47829315,0.136846083,0.057601795,0.86984725
7/31/18,0.218444771,0.689740376,0.633818139,0.058230211,0.183858198,0.195731641,0.151475235,0.046594067,0.001658803,0.726470268,0.12518931,0.119425179,0.981757039
8/1/18,0.008042232,0.843394313,0.196358412,0.059623011,0.188727092,0.210404531,0.004837934,0.057116213,0.096945622,0.315895625,0.130383756,0.022236071,0.975945466
8/2/18,0.042063819,0.611158657,0.319149488,0.027343488,0.033757135,0.097912741,0.028666569,0.026106485,0.095211681,0.360792044,0.072860294,0.047257056,0.65559834
8/3/18,0,0.506509673,0.038298374,0.018365715,0.035444378,0.148068772,0.001328996,0.051335855,0.000754038,0.113552655,0.005151085,0.061679832,0.058060079
8/4/18,0.05339373,0.877851938,0.324006502,0.031324365,0.040662429,0.273578674,0.125896597,0.094327365,0.099341855,0.398883286,0.085917393,0.052332225,0.178960841
8/5/18,0.184561589,1.102473432,0.180592392,0.072308226,0.209871751,0.2790618,0.130515152,0.0943722,0.098858338,0.529307364,0.041434083,0.046127251,0.666690623
8/6/18,0.106543668,1.049507352,0.599766198,0.045053585,0.112082273,0.246792031,0.117992085,0.088118336,0.069648179,0.683454993,0.100516128,0.027840548,0.626311147
8/7/18,0.160710281,1.165317638,0.103404404,0.071849862,0.202830862,0.2790618,0,0.094166761,0.099341983,0.823903409,0.003986468,0.020902176,0.977096948
8/8/18,0.076001953,1.1679132,0.233123069,0.053329288,0.277808555,0.261096407,0.041074715,0.046344469,0.063351833,0.827362882,8.87E-05,0.019340202,0.761195624
8/9/18,0.135321861,1.002524094,0.512011363,0.063137239,0.250627106,0.148082621,0.002017677,0.061520702,0.05878733,0.545161839,0.001646339,0.005941419,0.867623991
8/10/18,0.154984801,1.066978093,0.646425437,0.061072306,0.240124318,0.2790618,0.127515502,0.09436609,0.099258668,0.652949385,0.142942824,0.127620404,0.868886858
8/11/18,0.002021774,1.075359427,0.324045078,0.0727248,0.024744796,0.228420826,0.000209364,0.0943722,0.0993426,0.262991879,0.028599083,0.039307452,0.624860383
8/12/18,0.000148545,1.166949742,0.05330149,0.0727248,0.066742722,0.278245663,0,0.0943722,0.0993426,0.780758655,0.026591245,0.037000074,0.95156438
8/13/18,0.222521222,1.151169097,0.110707244,0.065722455,0.331119987,0.254771959,0.000537033,0.09379698,0.0993426,0.867786298,0.033892081,0.032451306,1.169142771
8/14/18,0.018484668,1.13288588,0.076079509,0.069021749,0.055912662,0.243248402,0.002437859,0.094127482,0.069103701,0.710726325,0.106795443,0.037898667,1.002531928
8/15/18,0.101792013,1.133386939,0.399580205,0.046397425,0.064228058,0.234494233,0.133291651,0.093777692,0.098319458,0.640683691,0.017878902,0.068810306,0.585868273
8/16/18,0.083285362,0.202891621,0.049499529,0.024233021,0.043936173,0.018024422,0.001505163,0.01899142,0.000187387,0.229973948,0.010975774,0.003968507,0.136211456
8/17/18,0.049089747,0.156018289,0.093195277,0.047867989,0.011212162,0.077464948,1.05E-06,0.06369613,0.060664088,0.077202874,0.018001347,0.00758753,0.230311593
8/18/18,0.133954741,0.618716104,0.034281873,0.034978206,0.199565779,0.175207643,0.000565252,0.031187311,0.026611009,0.207764197,0.007813427,0.000223621,0.674425152
8/19/18,0.00430797,0.775407947,5.74E-05,0.031142974,0.013906036,0.169938771,7.43E-05,0.052402633,0.038206618,0.252739279,0.070298411,0.00604113,0.097571669
8/20/18,0.01842953,0.771753466,0.103296926,0.035782254,7.19E-06,0.074820038,0.00100954,0.075513683,0.0822215,0.166103929,0.075777391,0.042149821,0.21065621
8/21/18,0.142379355,0.30494649,0.213939558,0.003196471,0.094980854,0.033773246,0.04848518,0,0.007049868,0.170036423,0.129494171,0.017022073,0.223384536
8/22/18,0.008158061,0.273646842,0.00374864,0.005802159,0.040221969,0.051148569,0,0.0201181,0.051387167,0.207165059,0.062454648,0.013340481,0.000409234
8/23/18,0.017994681,0.503173975,0.215690712,0.062134652,0.072764909,0.08975391,0.133689639,0.085259949,0.094875239,0.520223959,0.028607529,0.023967272,0.14271866
8/24/18,0.056496068,0.788162139,0.513632993,0.007797599,0.066727426,0.11545775,0.011647863,0.014712216,0.026842288,0.397486042,0.072571976,0.040371788,0.608371706
8/25/18,0.174271925,0.451981912,0.13338958,0.00307284,0.200297761,0.129373015,0.016520049,0.023148542,0.093038302,0.44585062,0.093003633,0.010564807,0.110256651
8/26/18,0.143288398,0.231966945,0.044127543,0.054919916,0.222763215,0.134318497,0.004691324,0.068633319,0.006177393,0.162950572,0.067784279,0,0.416123765
8/27/18,0.031948422,0.584837201,0.033812047,0.015135764,0.028674441,0.063726749,0,0.008681263,0.094414054,0.455281845,0.000498004,0.047385563,0.256792163
8/28/18,0.036035408,0.079969415,0.105222416,0,0.033094758,0.008575809,0.064601288,0,6.78E-06,0.067222115,0.018821945,0.107706477,0.26662292
8/29/18,0.166056508,0.473761602,0.029199309,0.00036765,0.237886922,0.184151476,0,0.028858128,0.022140412,0.242033946,0,0.000109971,0.097945292
8/30/18,0.010085362,0.947023082,0.168821212,0.038951847,0.163653984,0.250130901,0.066567913,0.093542885,0.099340333,0.698871425,0.168986638,0.008901171,0.745601641
8/31/18,0.119276422,1.090565438,0.376618759,0.053882266,0.173406727,0.213925146,0.079035261,0.094343236,0.064209042,0.417484221,0.091071214,0.106696193,0.605548095
9/1/18,0.160929261,0.412592676,0.21522099,0.056146842,0.32709942,0.087606871,0.069895484,0.092819589,0.090643719,0.488921842,0.096116455,0.060972322,1.005409698
9/2/18,0.015962937,0.81190268,0.064023737,0.05183949,0.03541654,0.185878466,0.073597689,0.094173307,0.0993426,0.383798538,0.104107231,0.048863018,0.515848716
9/3/18,0.001777313,1.103035038,0.117722203,0.061737536,0.006739785,0.254731893,0.05604549,0.085400893,0.098816994,0.285389931,0.112682912,0.003923593,0.263187696
9/4/18,0.075779924,1.083371267,0.061121633,0.072082807,0.186239444,0.24445677,0.000947974,0.0943722,0.0993426,0.606668836,0.012344568,0.08514899,0.709548444
9/5/18,0.065304061,0.833297677,0.211542325,0.032222981,0.04034123,0.236657521,0.043265834,0.056335649,0.052498988,0.345632571,0.047349472,0.103735577,0.854353241
9/6/18,0.141822029,0.926803667,0.260311884,0.00879326,0.141160226,0.186250173,0.129608685,0.035614372,0.04015511,0.627957601,0.078077786,0.023933824,0.686398121
9/7/18,0.000251738,1.121517095,0.119052216,0.065840609,0.051003591,0.249793299,0.090967302,0.091140712,0.0993426,0.634429689,0.095197236,0.015921009,1.025808197
9/8/18,0,1.160158787,0.175966556,0.062674021,0.0799487,0.2790618,0.010182028,0.092779225,0.097607478,0.741012827,0.097740917,0.104343805,1.125567296
9/9/18,0.003567712,1.153711352,0.140179748,0.041431999,0.103092402,0.2790618,0,0.072204857,0.09431357,0.509962461,0.008178129,0.006394163,1.010415523
9/10/18,6.49E-06,0.537983849,0.17425038,0.03887027,0.043825739,0.237593346,0.100036219,0.04706801,0.062964707,0.127138196,0.14252857,0.117066415,0.711768212
9/11/18,0.067875476,0.845547659,0.249259838,0.034292321,0.080732292,0.241050009,0.051087491,0.003634008,0.008736212,0.294169285,0.155217426,0.066118894,0.743920402
9/12/18,0.080959825,0.681206911,0.285864848,0.04053008,0.18028187,0.235733725,0.014955004,0.018142135,0.008297966,0.173823109,0.139291206,0.115574094,0.873163149
9/13/18,0.013333994,0.549462188,0.344813964,0.03365321,0.114175882,0.177994179,0.000662551,0.021576493,0,0.112381193,0.042410527,0.001021084,0.284472138
9/14/18,0.000579875,0.545321891,0.233314819,0.025947634,0.021186214,0.028085777,0.135871629,0.05478935,0.093876921,0.31549373,0.154175465,0.13010438,0.71937837
9/15/18,0.026244102,0.596713006,0.296913488,0.017428517,0.088735527,0.05232082,0.071039803,0.03888723,0.037264958,0.32504047,0.155700135,0.057751255,0.645275785
9/16/18,0.004269183,0.524402023,0.011313012,0.058064247,0.048499007,0.259128042,0.006949608,0.048216805,0.0993426,0.100356949,0.039377543,0.018631921,0.855783951
9/17/18,0.029199213,0.846784213,0.188014952,0.007424703,0.048662837,0.206454388,0.0597761,0.032385084,0.015487125,0.478175464,0.114183003,0.031685965,0.75965651
9/18/18,0.000751965,0.806031838,0.405791459,0.0687643,0.031174876,0.22859876,0.074177342,0.092148611,0.0993426,0.495440979,0.17618462,0.119677444,1.151435891
9/19/18,0.12767318,0.696149023,0.387064152,0.070451852,0.090383939,0.278725688,0.144488037,0.093414703,0.0993426,0.296345964,0.026506229,0.124307773,1.18643247
9/20/18,0.020766886,1.01446598,0.616260027,0.063356356,0.123791609,0.258353141,0.142779579,0.0943722,0.099274294,0.658048328,0.158981247,0.080165817,1.150407459
9/21/18,0.003674144,1.124980995,0.729753723,0.0727248,0.085918377,0.254309241,0.09880024,0.0943722,0.0993426,0.564247527,0.179771933,0.1306692,1.051560554
9/22/18,0.070588033,0.92398508,0.868866931,0.072367979,0.097844521,0.256472444,0.1612764,0.0943722,0.0993426,0.742914877,0.187267876,0.1306692,1.246686138
9/23/18,0.177490331,1.163921416,0.903819314,0.0727248,0.189919088,0.2790618,0.110080782,0.0943722,0.0993426,0.840479244,0.186465129,0.128125796,1.281383903
9/24/18,0.142262606,1.1679132,0.846827302,0.0727248,0.287022206,0.276231291,0.15675851,0.0943722,0.0993426,0.871826452,0.180974275,0.1306692,1.284129
9/25/18,0.133955358,1.062781508,0.856824049,0.070326816,0.080990981,0.204976799,0.141040678,0.084927126,0.0993426,0.820303259,0.131032232,0.127849464,1.279440978
9/26/18,0.144874401,0.528294515,0.731777631,0.0727248,0.243051989,0.205520799,0.159506087,0.0943722,0.0993426,0.390377795,0.1873056,0.130668774,0.940598809
9/27/18,0.066089063,0.571881955,0.242563597,0.0727248,0.150875565,0.209056273,0.101377323,0.0943722,0.0993426,0.304505977,0.1873056,0.118881063,0.863237933
9/28/18,0.121490974,0.711342601,0.711558685,0.0727248,0.105632528,0.275135373,0.074418063,0.0943722,0.0993426,0.593639632,0.1873056,0.1306692,1.283576677
9/29/18,0.145088644,0.825305763,0.600578419,0.071910956,0.123594366,0.230355107,0.160463349,0.081355833,0.0993426,0.484642655,0.1873056,0.130423961,1.273328973
9/30/18,0.01103734,0.687725792,0.563499088,0.070468197,0.025264233,0.139274186,0.033010395,0.090547748,0.0993426,0.404543366,0.178042729,0.130221746,1.170349009